Date,time_start,time_end,site,deploy_code,D,Tow,Net, Sample #,alt_label,Label,Tow Type,Start Depth,End Depth,Depth Filtered,Volume_filtered_m3,Vol_filtered_doubled,Best Taxonomic ID,n,n_m2,Wet_Mass_g,g_m2,Preservative,Jar Size,Photo? Y / N,Photo (file_name),Photo Path,Comments,Broad Classification,Family_ID,SwimBladder_gas_assumed,Broad_Classification_2,Genera (or subfamily),Species,Broad Classification (excluding Cyclothone from fish)
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,4,106,DG5C_M10N_015_S15_4_106,DG5C_M10_S15_4_106,Night,449.5,68.4,381.1,26724.5,53449,Sergestidae,9,0.128342906,3.5,0.04991113,10% formalin,SCINT,Y,,,5 for ecotox,Crustacea,Sergestidae,,Crustacea,,,Crustacea
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,4,114,DG5C_M10N_015_S15_4_114,DG5C_M10_S15_4_114,Night,449.5,68.4,381.1,26724.5,53449,Stomias,1,0.014260323,0.6,0.008556194,ETOH,SCINT,Y,,,,Fish,Stomiidae,N,Fish,Stomias,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,129,DG5C_M10N_015_S15_5_129,DG5C_M10_S15_5_129,Night,68.4,0.7,67.7,9250,18500,Amphipod,3,0.021956757,1,0.007318919,ETOH,SCINT,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,125,DG5C_M10N_015_S15_5_125,DG5C_M10_S15_5_125,Night,68.4,0.7,67.7,9250,18500,Bregmaceros,4,0.029275676,1.7,0.012442162,10% formalin,SCINT,Y,,,,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,124,DG5C_M10N_015_S15_5_124,DG5C_M10_S15_5_124,Night,68.4,0.7,67.7,9250,18500,Cyclothone,8,0.058551351,1.65,0.012076216,10% formalin,SCINT,Y,,,,Fish,Cyclothone,N,Fish,,,
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,130,DG5C_M10N_015_S15_5_130,DG5C_M10_S15_5_130,Night,68.4,0.7,67.7,9250,18500,Juvenile fish,12,0.087827027,1,0.007318919,10% formalin,SCINT,Y,,,6 scopelarchids? 6 other,Fish,Juvenile fish,N,Fish,,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,123,DG5C_M10N_015_S15_5_123,DG5C_M10_S15_5_123,Night,68.4,0.7,67.7,9250,18500,Melamphaidae,1,0.007318919,0.75,0.005489189,10% formalin,SCINT,Y,,,,Fish,Melamphaidae,Y,SB Fish,,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,131,DG5C_M10N_015_S15_5_131,DG5C_M10_S15_5_131,Night,68.4,0.7,67.7,9250,18500,Miscellaneous,,0,,0,10% formalin,32 & 16,Y,,,,Other,Miscellaneous,,Other,,,Other
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,121,DG5C_M10N_015_S15_5_121,DG5C_M10_S15_5_121,Night,68.4,0.7,67.7,9250,18500,Myctophidae,45,0.329351351,7.15,0.05233027,10% formalin,2,Y,,,5 for ecotox,Fish,Myctophidae,Y,SB Fish,,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,127,DG5C_M10N_015_S15_5_127,DG5C_M10_S15_5_127,Night,68.4,0.7,67.7,9250,18500,Vinciguerria,10,0.073189189,0.6,0.004391351,ETOH,SCINT,Y,,,,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,,Fish
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,128,DG5C_M10N_015_S15_5_128,DG5C_M10_S15_5_128,Night,68.4,0.7,67.7,9250,18500,Squid,3,0.021956757,12.65,0.092584324,10% formalin,2,Y,,,,Cephalopoda,Squid,,Cephalopod,,,Cephalopoda
10/5/2021,19:40,0:59,PRZ-NE,_M10N,_015_,S15,5,126,DG5C_M10N_015_S15_5_126,DG5C_M10_S15_5_126,Night,68.4,0.7,67.7,9250,18500,Idiacanthus,11,0.080508108,1.45,0.010612432,10% formalin,SCINT,Y,,,,Fish,Stomiidae,N,Fish,Idiacanthus,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,161,DG5C_M10N_016_S16_2_161,DG5C_M10_S16_2_161,Night,999.1,700.1,299,20146.5,40293,Amphipod,6,0.089047725,0.35,0.005194451,10% formalin,SCINT,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,153,DG5C_M10N_016_S16_2_153,DG5C_M10_S16_2_153,Night,999.1,700.1,299,20146.5,40293,Fangtooth,1,0.014841288,36.95,0.548385576,10% formalin,8,Y,,,,Fish,Anoplogastridae,Y,SB Fish,Anoplogaster,cornuta,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,157,DG5C_M10N_016_S16_2_157,DG5C_M10_S16_2_157,Night,999.1,700.1,299,20146.5,40293,Bathylagidae,15,0.222619314,12,0.178095451,10% formalin,4,Y,,,,Fish,Bathylagidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,160,DG5C_M10N_016_S16_2_160,DG5C_M10_S16_2_160,Night,999.1,700.1,299,20146.5,40293,Bentheuphausia,12,0.178095451,0.6,0.008904773,10% formalin,SCINT,Y,,,,Crustacea,Euphausiacea,,Crustacea,Bentheuphausia,amblyops,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,167,DG5C_M10N_016_S16_2_167,DG5C_M10_S16_2_167,Night,999.1,700.1,299,20146.5,40293,Caridean,12,0.178095451,19.6,0.290889236,10% formalin,4,Y,,,,Crustacea,Caridea,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,149,DG5C_M10N_016_S16_2_149,DG5C_M10_S16_2_149,Night,999.1,700.1,299,20146.5,40293,Swallower,1,0.014841288,11,0.163254163,10% formalin,4,Y,,,,Fish,Chiasmodontidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,163,DG5C_M10N_016_S16_2_163,DG5C_M10_S16_2_163,Night,999.1,700.1,299,20146.5,40293,Cyclothone,1056,15.67239967,160.25,2.378316333,10% formalin,32,Y,,,,Fish,Cyclothone,N,Fish,,,
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,165,DG5C_M10N_016_S16_2_165,DG5C_M10_S16_2_165,Night,999.1,700.1,299,20146.5,40293,Juvenile fish,1,0.014841288,0.05,0.000742064,10% formalin,VIAL,Y,,,,Fish,Juvenile fish,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,154,DG5C_M10N_016_S16_2_154,DG5C_M10_S16_2_154,Night,999.1,700.1,299,20146.5,40293,Angler fish,1,0.014841288,0.85,0.012615094,10% formalin,SCINT,Y,,,,Fish,Lophiiformes,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,148,DG5C_M10N_016_S16_2_148,DG5C_M10_S16_2_148,Night,999.1,700.1,299,20146.5,40293,Rattail,1,0.014841288,3,0.044523863,ETOH,2,Y,,,,Fish,Macrouridae,Y,SB Fish,Nezumia,parini,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,162,DG5C_M10N_016_S16_2_162,DG5C_M10_S16_2_162,Night,999.1,700.1,299,20146.5,40293,Melamphaidae,36,0.534286352,20.75,0.307956717,ETOH,4,Y,,,5 for isotopes,Fish,Melamphaidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,169,DG5C_M10N_016_S16_2_169,DG5C_M10_S16_2_169,Night,999.1,700.1,299,20146.5,40293,Miscellaneous,,0,,0,10% formalin,32,Y,,,,Other,Miscellaneous,,Other,,,Other
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,164,DG5C_M10N_016_S16_2_164,DG5C_M10_S16_2_164,Night,999.1,700.1,299,20146.5,40293,Myctophidae,1,0.014841288,0.1,0.001484129,10% formalin,VIAL,Y,,,,Fish,Myctophidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,168,DG5C_M10N_016_S16_2_168,DG5C_M10_S16_2_168,Night,999.1,700.1,299,20146.5,40293,Mysids,24,0.356190902,3.4,0.050460378,10% formalin,2,Y,,,,Crustacea,Mysidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,152,DG5C_M10N_016_S16_2_152,DG5C_M10_S16_2_152,Night,999.1,700.1,299,20146.5,40293,Snipe eel,2,0.029682575,63.95,0.94910034,10% formalin,16,Y,,,Big one: 54.1 g,Fish,Nemicthyidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,150,DG5C_M10N_016_S16_2_150,DG5C_M10_S16_2_150,Night,999.1,700.1,299,20146.5,40293,Scopelengys tristis,3,0.044523863,104.95,1.55759313,10% formalin,32,Y,,,,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,151,DG5C_M10N_016_S16_2_151,DG5C_M10_S16_2_151,Night,999.1,700.1,299,20146.5,40293,Octopod,6,0.089047725,92.05,1.366140521,ETOH,16,Y,,,,Cephalopoda,Octopod,,Cephalopod,,,Cephalopoda
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,156,DG5C_M10N_016_S16_2_156,DG5C_M10_S16_2_156,Night,999.1,700.1,299,20146.5,40293,Ostracod,1,0.014841288,5.6,0.08311121,10% formalin,2,Y,,,,Crustacea,Ostracod,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,158,DG5C_M10N_016_S16_2_158,DG5C_M10_S16_2_158,Night,999.1,700.1,299,20146.5,40293,Penaid,8,0.118730301,1.15,0.017067481,10% formalin,SCINT,Y,,,,Crustacea,Penaidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,159,DG5C_M10N_016_S16_2_159,DG5C_M10_S16_2_159,Night,999.1,700.1,299,20146.5,40293,Sergestidae,3,0.044523863,1.75,0.025972253,10% formalin,SCINT,Y,,,,Crustacea,Sergestidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,155,DG5C_M10N_016_S16_2_155,DG5C_M10_S16_2_155,Night,999.1,700.1,299,20146.5,40293,Squid,1,0.014841288,19.2,0.284952721,10% formalin,8,Y,,,,Cephalopoda,Squid,,Cephalopod,,,Cephalopoda
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,2,166,DG5C_M10N_016_S16_2_166,DG5C_M10_S16_2_166,Night,999.1,700.1,299,20146.5,40293,Stomiidae,7,0.103889013,4.6,0.068269923,10% formalin,4,Y,,,,Fish,Stomiidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,173,DG5C_M10N_016_S16_3_173,DG5C_M10_S16_3_173,Night,700.1,450.4,249.7,22112.4,44224.8,Amphipod,2,0.022584613,0.15,0.001693846,10% formalin,VIAL,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,170,DG5C_M10N_016_S16_3_170,DG5C_M10_S16_3_170,Night,700.1,450.4,249.7,22112.4,44224.8,Bregmaceros,1,0.011292307,0.7,0.007904615,10% formalin,SCINT,Y,,,,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,174,DG5C_M10N_016_S16_3_174,DG5C_M10_S16_3_174,Night,700.1,450.4,249.7,22112.4,44224.8,Cyclothone,12,0.135507679,2.2,0.024843074,10% formalin,SCINT,Y,,,,Fish,Cyclothone,N,Fish,,,
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,175,DG5C_M10N_016_S16_3_175,DG5C_M10_S16_3_175,Night,700.1,450.4,249.7,22112.4,44224.8,Miscellaneous,,0,,0,10% formalin,4,Y,,,,Other,Miscellaneous,,Other,,,Other
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,171,DG5C_M10N_016_S16_3_171,DG5C_M10_S16_3_171,Night,700.1,450.4,249.7,22112.4,44224.8,Myctophidae,1,0.011292307,0.1,0.001129231,10% formalin,VIAL,Y,,,,Fish,Myctophidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,3,172,DG5C_M10N_016_S16_3_172,DG5C_M10_S16_3_172,Night,700.1,450.4,249.7,22112.4,44224.8,Penaid,4,0.045169226,0.3,0.003387692,10% formalin,SCINT,Y,,,,Crustacea,Penaidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,185,DG5C_M10N_016_S16_4_185,DG5C_M10_S16_4_185,Night,450.4,65,385.4,27032,54064,Amphipod,2,0.028514353,0.25,0.003564294,10% formalin,VIAL,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,181,DG5C_M10N_016_S16_4_181,DG5C_M10_S16_4_181,Night,450.4,65,385.4,27032,54064,Bathylagidae,6,0.08554306,2.65,0.037781518,10% formalin,2,Y,,,,Fish,Bathylagidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,186,DG5C_M10N_016_S16_4_186,DG5C_M10_S16_4_186,Night,450.4,65,385.4,27032,54064,Swallower,1,0.014257177,4.8,0.068434448,ETOH,2,Y,,,,Fish,Chiasmodontidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,177,DG5C_M10N_016_S16_4_177,DG5C_M10_S16_4_177,Night,450.4,65,385.4,27032,54064,Cyclothone,3,0.04277153,0.7,0.009980024,frozen,-,Y,,,3 for ecotox,Fish,Cyclothone,N,Fish,,,
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,192,DG5C_M10N_016_S16_4_192,DG5C_M10_S16_4_192,Night,450.4,65,385.4,27032,54064,Juvenile fish,4,0.057028707,0.25,0.003564294,10% formalin,VIAL,Y,,,,Fish,Juvenile fish,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,179,DG5C_M10N_016_S16_4_179,DG5C_M10_S16_4_179,Night,450.4,65,385.4,27032,54064,Melamphaidae,13,0.185343297,4.15,0.059167283,10% formalin,2,Y,,,,Fish,Melamphaidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,193,DG5C_M10N_016_S16_4_193,DG5C_M10_S16_4_193,Night,450.4,65,385.4,27032,54064,Miscellaneous,,0,,0,10% formalin,32,Y,,,Lots of Beroe,Other,Miscellaneous,,Other,,,Other
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,182,DG5C_M10N_016_S16_4_182,DG5C_M10_S16_4_182,Night,450.4,65,385.4,27032,54064,Myctophidae,1,0.014257177,0.3,0.004277153,10% formalin,VIAL,Y,,,,Fish,Myctophidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,178,DG5C_M10N_016_S16_4_178,DG5C_M10_S16_4_178,Night,450.4,65,385.4,27032,54064,Snipe eel,1,0.014257177,2.3,0.032791506,10% formalin,2,Y,,,,Fish,Nemicthyidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,190,DG5C_M10N_016_S16_4_190,DG5C_M10_S16_4_190,Night,450.4,65,385.4,27032,54064,Octopod,7,0.099800237,0.8,0.011405741,10% formalin,SCINT,Y,,,,Cephalopoda,Octopod,,Cephalopod,,,Cephalopoda
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,184,DG5C_M10N_016_S16_4_184,DG5C_M10_S16_4_184,Night,450.4,65,385.4,27032,54064,Penaid,12,0.17108612,2.7,0.038494377,10% formalin,SCINT,Y,,,,Crustacea,Penaidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,176,DG5C_M10N_016_S16_4_176,DG5C_M10_S16_4_176,Night,450.4,65,385.4,27032,54064,Vinciguerria,1,0.014257177,1.25,0.017821471,frozen,-,Y,,,1 for ecotox,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,187,DG5C_M10N_016_S16_4_187,DG5C_M10_S16_4_187,Night,450.4,65,385.4,27032,54064,Scopelarchidae,2,0.028514353,0.4,0.005702871,ETOH,SCINT,Y,,,,Fish,Scopelarchidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,180,DG5C_M10N_016_S16_4_180,DG5C_M10_S16_4_180,Night,450.4,65,385.4,27032,54064,Sergestidae,14,0.199600474,5.65,0.080553048,10% formalin,2,Y,,,,Crustacea,Sergestidae,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,189,DG5C_M10N_016_S16_4_189,DG5C_M10_S16_4_189,Night,450.4,65,385.4,27032,54064,Squid,3,0.04277153,0.45,0.00641573,10% formalin,SCINT,Y,,,,Cephalopoda,Squid,,Cephalopod,,,Cephalopoda
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,183,DG5C_M10N_016_S16_4_183,DG5C_M10_S16_4_183,Night,450.4,65,385.4,27032,54064,Sternoptychidae,5,0.071285883,2.2,0.031365789,ETOH,2,Y,,,,Fish,Sternoptychidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,188,DG5C_M10N_016_S16_4_188,DG5C_M10_S16_4_188,Night,450.4,65,385.4,27032,54064,Stomias,1,0.014257177,0.4,0.005702871,ETOH,SCINT,Y,,,,Fish,Stomiidae,N,Fish,Stomias,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,4,191,DG5C_M10N_016_S16_4_191,DG5C_M10_S16_4_191,Night,450.4,65,385.4,27032,54064,Stomiidae,7,0.099800237,12.85,0.18320472,10% formalin,4,Y,,,,Fish,Stomiidae,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,197,DG5C_M10N_016_S16_5_197,DG5C_M10_S16_5_197,Night,65,3.4,61.6,12486.6,24973.2,Amphipod,4,0.019733154,0.7,0.003453302,10% formalin,SCINT,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,194,DG5C_M10N_016_S16_5_194,DG5C_M10_S16_5_194,Night,65,3.4,61.6,12486.6,24973.2,Bregmaceros,18,0.088799193,7.55,0.037246328,10% formalin,2,Y,,,5 for ecotox,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,196,DG5C_M10N_016_S16_5_196,DG5C_M10_S16_5_196,Night,65,3.4,61.6,12486.6,24973.2,Cyclothone,4,0.019733154,0.7,0.003453302,10% formalin,-,Y,,,4 for ecotox,Fish,Cyclothone,N,Fish,,,
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,201,DG5C_M10N_016_S16_5_201,DG5C_M10_S16_5_201,Night,65,3.4,61.6,12486.6,24973.2,Juvenile fish,1,0.004933288,,0,10% formalin,VIAL,Y,,,,Fish,Juvenile fish,N,Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,203,DG5C_M10N_016_S16_5_203,DG5C_M10_S16_5_203,Night,65,3.4,61.6,12486.6,24973.2,Miscellaneous,,0,,0,10% formalin,32,Y,,,In two jars of 32 oz,Other,Miscellaneous,,Other,,,Other
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,200,DG5C_M10N_016_S16_5_200,DG5C_M10_S16_5_200,Night,65,3.4,61.6,12486.6,24973.2,Myctophidae,29,0.143065366,6.2,0.030586389,ETOH,2,Y,,,,Fish,Myctophidae,Y,SB Fish,,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,198,DG5C_M10N_016_S16_5_198,DG5C_M10_S16_5_198,Night,65,3.4,61.6,12486.6,24973.2,Vinciguerria,8,0.039466308,0.55,0.002713309,10% formalin,SCINT,Y,,,,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,,Fish
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,202,DG5C_M10N_016_S16_5_202,DG5C_M10_S16_5_202,Night,65,3.4,61.6,12486.6,24973.2,Squid,9,0.044399596,5.9,0.029106402,ETOH,2,Y,,,,Cephalopoda,Squid,,Cephalopod,,,Cephalopoda
10/6/2021,19:46,1:24,PRZ-NE,_M10N,_016_,S16,5,199,DG5C_M10N_016_S16_5_199,DG5C_M10_S16_5_199,Night,65,3.4,61.6,12486.6,24973.2,Stomiidae,4,0.019733154,1.55,0.007646597,10% formalin,SCINT,Y,,,,Fish,Stomiidae,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,240,DG5C_M10N_017_S17_2_240,DG5C_M10_S17_2_240,Day,999,699,300,24864,49728,Amphipod,15,0.180984556,1.05,0.012668919,ETOH,SCINT,Y,,,,Crustacea,Amphipoda,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,225,DG5C_M10N_017_S17_2_225,DG5C_M10_S17_2_225,Day,999,699,300,24864,49728,Bathylagidae,8,0.096525097,7.75,0.093508687,ETOH,2,Y,,,,Fish,Bathylagidae,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,230,DG5C_M10N_017_S17_2_230,DG5C_M10_S17_2_230,Day,999,699,300,24864,49728,Bentheuphausia,11,0.132722008,0.85,0.010255792,ETOH,SCINT,Y,,,1 not in photo,Crustacea,Euphausiacea,,Crustacea,Bentheuphausia,amblyops,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,234,DG5C_M10N_017_S17_2_234,DG5C_M10_S17_2_234,Day,999,699,300,24864,49728,Caridean,20,0.241312741,9.1,0.109797297,ETOH,4,Y,,,,Crustacea,Caridea,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,227,DG5C_M10N_017_S17_2_227,DG5C_M10_S17_2_227,Day,999,699,300,24864,49728,Swallower,1,0.012065637,1.35,0.01628861,ETOH,SCINT,Y,,,,Fish,Chiasmodontidae,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,232,DG5C_M10N_017_S17_2_232,DG5C_M10_S17_2_232,Day,999,699,300,24864,49728,Cyclothone,769,9.278474903,158.35,1.910593629,ETOH,32,Y,,,,Fish,Cyclothone,N,Fish,,,
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,239,DG5C_M10N_017_S17_2_239,DG5C_M10_S17_2_239,Day,999,699,300,24864,49728,Juvenile fish,6,0.072393822,0.3,0.003619691,ETOH,SCINT,Y,,,,Fish,Juvenile fish,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,229,DG5C_M10N_017_S17_2_229,DG5C_M10_S17_2_229,Day,999,699,300,24864,49728,Melamphaidae,62,0.748069498,40.5,0.488658301,ETOH,8,Y,,,,Fish,Melamphaidae,Y,SB Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,241,DG5C_M10N_017_S17_2_241,DG5C_M10_S17_2_241,Day,999,699,300,24864,49728,Miscellaneous,,0,,0,ETOH,16,Y,,,,Other,Miscellaneous,,Other,,,Other
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,222,DG5C_M10N_017_S17_2_222,DG5C_M10_S17_2_222,Day,999,699,300,24864,49728,Myctophidae,3,0.036196911,1.9,0.02292471,ETOH,2,Y,,,,Fish,Myctophidae,Y,SB Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,235,DG5C_M10N_017_S17_2_235,DG5C_M10_S17_2_235,Day,999,699,300,24864,49728,Mysids,44,0.530888031,5.05,0.060931467,ETOH,2,Y,,,,Crustacea,Mysidae,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,223,DG5C_M10N_017_S17_2_223,DG5C_M10_S17_2_223,Day,999,699,300,24864,49728,Nemicthyidae,3,0.036196911,26.75,0.322755792,ETOH,8,Y,,,,Fish,Nemicthyidae,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,221,DG5C_M10N_017_S17_2_221,DG5C_M10_S17_2_221,Day,999,699,300,24864,49728,Scopelengys tristis,6,0.072393822,160.05,1.931105212,ETOH,32,Y,,,,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,224,DG5C_M10N_017_S17_2_224,DG5C_M10_S17_2_224,Day,999,699,300,24864,49728,Octopod,5,0.060328185,131.8,1.590250965,ETOH,16,Y,,,,Cephalopoda,Octopod,,Cephalopod,,,Cephalopoda
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,237,DG5C_M10N_017_S17_2_237,DG5C_M10_S17_2_237,Day,999,699,300,24864,49728,Ostracod,13,0.156853282,6.4,0.077220077,ETOH,2,Y,,,,Crustacea,Ostracod,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,226,DG5C_M10N_017_S17_2_226,DG5C_M10_S17_2_226,Day,999,699,300,24864,49728,Paralepididae,1,0.012065637,0.4,0.004826255,ETOH,SCINT,Y,,,,Fish,Paralepididae,N,Fish,,,Fish
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,231,DG5C_M10N_017_S17_2_231,DG5C_M10_S17_2_231,Day,999,699,300,24864,49728,Penaid,18,0.217181467,2.9,0.034990347,ETOH,SCINT,Y,,,,Crustacea,Penaidae,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,233,DG5C_M10N_017_S17_2_233,DG5C_M10_S17_2_233,Day,999,699,300,24864,49728,Sergestidae,13,0.156853282,5.65,0.068170849,ETOH,2,Y,,,,Crustacea,Sergestidae,,Crustacea,,,Crustacea
10/9/2021,9:30,15:26,PRZ-NE,_M10N,_017_,S17,2,220,DG5C_M10N_017_S17_2_220,DG5C_M10_S17_2_220,Day,999,699,300,24864,49728,Sawtooth eel,2,0.024131274,13.7,0.165299228,ETOH,2,Y,,,,Fish,Serrivomeridae,N,Fish,,,Fish
