Date,time_start,time_end,site,Tow,Net, Sample,Day_Night,Start_Depth,End_Depth,Depth_Filtered,Volume_Filtered_m3,Volume_Filtered.10000,n,"n.10,000_m2","n.10,000_m3",Wet_Mass_g,g.10000_m2,Wet_Mass_g.10000_m3,Comments,Micronekton,Broad_Classification,Broad_Classification_noCyclothone,Family_ID,SwimBladder_gas_assumed,Broad_Classification_2,Genus_ID_orSubfamily,Species_ID
4/7/2021,8:05,13:44,CTA,S10,3,670,Day,701,446,255,36958.1,3.69581,42,2897.876244,11.36422056,15.6,1076.35,4.22,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/7/2021,8:05,13:44,CTA,S10,3,660,Day,701,446,255,36958.1,3.69581,3,206.9911603,0.81173004,7.85,541.63,2.12,one in half,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/7/2021,8:05,13:44,CTA,S10,3,661,Day,701,446,255,36958.1,3.69581,1,68.99705342,0.27057668,2.85,196.64,0.77,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/7/2021,8:05,13:44,CTA,S10,3,667,Day,701,446,255,36958.1,3.69581,4,275.9882137,1.08230672,0.45,31.05,0.12,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/7/2021,8:05,13:44,CTA,S10,3,671,Day,701,446,255,36958.1,3.69581,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/7/2021,8:05,13:44,CTA,S10,4,681,Day,446,70.4,375.6,60346,6.0346,11,684.651841,1.822821728,7.1,441.91,1.18,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/7/2021,8:05,13:44,CTA,S10,4,678,Day,446,70.4,375.6,60346,6.0346,16,995.8572233,2.651377059,2.35,146.27,0.39,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/7/2021,8:05,13:44,CTA,S10,4,676,Day,446,70.4,375.6,60346,6.0346,14,871.3750704,2.319954927,17.6,1095.44,2.92,In salps,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,Phronima,
4/7/2021,8:05,13:44,CTA,S10,4,679,Day,446,70.4,375.6,60346,6.0346,1,62.24107646,0.165711066,1.35,84.03,0.22,strange albino,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/7/2021,8:05,13:44,CTA,S10,4,680,Day,446,70.4,375.6,60346,6.0346,1,62.24107646,0.165711066,0.1,6.22,0.02,Unsure id,Micronekton,Crustacea,Crustacea,Lobster phyllosome,,Crustacea,,
4/7/2021,8:05,13:44,CTA,S10,4,682,Day,446,70.4,375.6,60346,6.0346,2,124.4821529,0.331422132,0.3,18.67,0.05,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/7/2021,8:05,13:44,CTA,S10,4,673,Day,446,70.4,375.6,60346,6.0346,2,124.4821529,0.331422132,2.25,140.04,0.37,,Micronekton,Fish,Fish,Gonostomatidae,N,Fish,Diplophos,
4/7/2021,8:05,13:44,CTA,S10,4,677,Day,446,70.4,375.6,60346,6.0346,179,11141.15269,29.66228085,9.3,578.84,1.54,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/7/2021,8:05,13:44,CTA,S10,4,686,Day,446,70.4,375.6,60346,6.0346,10,622.4107646,1.657110662,0.7,43.57,0.12,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/7/2021,8:05,13:44,CTA,S10,4,672,Day,446,70.4,375.6,60346,6.0346,48,2987.57167,7.954131177,10.9,678.43,1.81,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/7/2021,8:05,13:44,CTA,S10,4,683,Day,446,70.4,375.6,60346,6.0346,2,124.4821529,0.331422132,0.2,12.45,0.03,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/7/2021,8:05,13:44,CTA,S10,4,674,Day,446,70.4,375.6,60346,6.0346,11,684.651841,1.822821728,0.8,49.79,0.13,,Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
4/7/2021,8:05,13:44,CTA,S10,4,675,Day,446,70.4,375.6,60346,6.0346,20,1244.821529,3.314221324,5.8,361,0.96,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/7/2021,8:05,13:44,CTA,S10,4,687,Day,446,70.4,375.6,60346,6.0346,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/7/2021,8:05,13:44,CTA,S10,5,689,Day,70.4,8,62.4,20168.4,2.01684,2,61.878979,0.991650304,0.4,12.38,0.2,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/7/2021,8:05,13:44,CTA,S10,5,685,Day,70.4,8,62.4,20168.4,2.01684,1,30.9394895,0.495825152,Not weighted,#VALUE!,Not weighted,alive; released back,Plankton,Crustacea,Crustacea,Pteropoda,,Crustacea,Gymnosomata,
4/7/2021,8:05,13:44,CTA,S10,5,688,Day,70.4,8,62.4,20168.4,2.01684,3,92.8184685,1.487475457,0.2,6.19,0.1,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/7/2021,8:05,13:44,CTA,S10,5,684,Day,70.4,8,62.4,20168.4,2.01684,2,61.878979,0.991650304,Not weighted,#VALUE!,Not weighted,alive; released back,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/7/2021,8:05,13:44,CTA,S10,5,690,Day,70.4,8,62.4,20168.4,2.01684,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/8/2021,8:32,14:07,CTA,S11,0,763,Day,0,1499,1499,32246,3.2246,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,All,,Other,,
4/8/2021,8:32,14:07,CTA,S11,1,693,Day,1499,1002,497,56113.2,5.61132,2,177.1419203,0.356422375,9.2,814.85,1.64,1 not in photo,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,1,707,Day,1499,1002,497,56113.2,5.61132,1,88.57096013,0.178211187,1.75,155,0.31,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,1,698,Day,1499,1002,497,56113.2,5.61132,8,708.567681,1.425689499,1.05,93,0.19,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,699,Day,1499,1002,497,56113.2,5.61132,10,885.7096013,1.782111874,32.65,2891.84,5.82,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,705,Day,1499,1002,497,56113.2,5.61132,12,1062.851522,2.138534249,0.5,44.29,0.09,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,706,Day,1499,1002,497,56113.2,5.61132,11,974.2805614,1.960323061,1,88.57,0.18,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,702,Day,1499,1002,497,56113.2,5.61132,19,1682.848242,3.38601256,2.85,252.43,0.51,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,709,Day,1499,1002,497,56113.2,5.61132,2,177.1419203,0.356422375,1,88.57,0.18,mystery mysid,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,Nebalia,
4/8/2021,8:32,14:07,CTA,S11,1,703,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,3.95,349.86,0.7,,Plankton,Crustacea,Crustacea,Ostracod,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,704,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,0.7,62,0.12,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,697,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,1.95,172.71,0.35,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,1,692,Day,1499,1002,497,56113.2,5.61132,1,88.57096013,0.178211187,55,4871.4,9.8,,Micronekton,Fish,Fish,Caristiidae,,Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,710,Day,1499,1002,497,56113.2,5.61132,182,16119.91474,32.4344361,20.7,1833.42,3.69,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/8/2021,8:32,14:07,CTA,S11,1,700,Day,1499,1002,497,56113.2,5.61132,10,885.7096013,1.782111874,0.6,53.14,0.11,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,694,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,1.45,128.43,0.26,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,701,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,0.15,13.29,0.03,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,695,Day,1499,1002,497,56113.2,5.61132,1,88.57096013,0.178211187,12.55,1111.57,2.24,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,696,Day,1499,1002,497,56113.2,5.61132,3,265.7128804,0.534633562,0.25,22.14,0.04,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,1,708,Day,1499,1002,497,56113.2,5.61132,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/8/2021,8:32,14:07,CTA,S11,1,711,Day,1499,1002,497,56113.2,5.61132,1,88.57096013,0.178211187,0.15,13.29,0.03,,Plankton,Other,Other,Tomopteridae,,Other,Tomopteris,
4/8/2021,8:32,14:07,CTA,S11,2,716,Day,1002,700.3,301.7,40452.2,4.04522,4,298.3274086,0.988821374,44.1,3289.06,10.9,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,2,715,Day,1002,700.3,301.7,40452.2,4.04522,4,298.3274086,0.988821374,21.2,1581.14,5.24,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,2,723,Day,1002,700.3,301.7,40452.2,4.04522,10,745.8185216,2.472053436,30.25,2256.1,7.48,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,725,Day,1002,700.3,301.7,40452.2,4.04522,8,596.6548173,1.977642749,0.3,22.37,0.07,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,722,Day,1002,700.3,301.7,40452.2,4.04522,4,298.3274086,0.988821374,0.15,11.19,0.04,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,721,Day,1002,700.3,301.7,40452.2,4.04522,17,1267.891487,4.202490841,3.6,268.49,0.89,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,719,Day,1002,700.3,301.7,40452.2,4.04522,19,1417.055191,4.696901528,4.25,316.97,1.05,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,720,Day,1002,700.3,301.7,40452.2,4.04522,20,1491.637043,4.944106872,14.7,1096.35,3.63,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,2,714,Day,1002,700.3,301.7,40452.2,4.04522,4,298.3274086,0.988821374,5.4,402.74,1.33,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,727,Day,1002,700.3,301.7,40452.2,4.04522,516,38484.23572,127.5579573,53,3952.84,13.1,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/8/2021,8:32,14:07,CTA,S11,2,726,Day,1002,700.3,301.7,40452.2,4.04522,43,3207.019643,10.62982977,2.3,171.54,0.57,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,717,Day,1002,700.3,301.7,40452.2,4.04522,2,149.1637043,0.494410687,0.55,41.02,0.14,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,718,Day,1002,700.3,301.7,40452.2,4.04522,5,372.9092608,1.236026718,1.6,119.33,0.4,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,712,Day,1002,700.3,301.7,40452.2,4.04522,3,223.7455565,0.741616031,44.15,3292.79,10.91,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,713,Day,1002,700.3,301.7,40452.2,4.04522,1,74.58185216,0.247205344,21.25,1584.86,5.25,,Micronekton,Fish,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis
4/8/2021,8:32,14:07,CTA,S11,2,724,Day,1002,700.3,301.7,40452.2,4.04522,7,522.0729651,1.730437405,0.15,11.19,0.04,All juveniles,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,2,728,Day,1002,700.3,301.7,40452.2,4.04522,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/8/2021,8:32,14:07,CTA,S11,3,738,Day,700.3,451.4,248.9,36654.7,3.66547,3,203.7119387,0.81844893,3.35,227.48,0.91,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,3,734,Day,700.3,451.4,248.9,36654.7,3.66547,2,135.8079591,0.54563262,0.55,37.35,0.15,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,3,736,Day,700.3,451.4,248.9,36654.7,3.66547,1,67.90397957,0.27281631,0.3,20.37,0.08,Mystery mysid,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,Nebalia,
4/8/2021,8:32,14:07,CTA,S11,3,732,Day,700.3,451.4,248.9,36654.7,3.66547,32,2172.927346,8.730121922,2.4,162.97,0.65,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,3,740,Day,700.3,451.4,248.9,36654.7,3.66547,16,1086.463673,4.365060961,1.95,132.41,0.53,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,3,731,Day,700.3,451.4,248.9,36654.7,3.66547,5,339.5198979,1.36408155,1.9,129.02,0.52,,Micronekton,Fish,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,
4/8/2021,8:32,14:07,CTA,S11,3,737,Day,700.3,451.4,248.9,36654.7,3.66547,11,746.9437753,3.000979411,1.2,81.48,0.33,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/8/2021,8:32,14:07,CTA,S11,3,735,Day,700.3,451.4,248.9,36654.7,3.66547,13,882.7517344,3.546612031,0.5,33.95,0.14,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,3,730,Day,700.3,451.4,248.9,36654.7,3.66547,11,746.9437753,3.000979411,11.25,763.92,3.07,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,3,729,Day,700.3,451.4,248.9,36654.7,3.66547,35,2376.639285,9.548570852,13,882.75,3.55,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,3,739,Day,700.3,451.4,248.9,36654.7,3.66547,1,67.90397957,0.27281631,1.25,84.88,0.34,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,3,733,Day,700.3,451.4,248.9,36654.7,3.66547,9,611.1358161,2.45534679,1.1,74.69,0.3,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,3,741,Day,700.3,451.4,248.9,36654.7,3.66547,,0,0,Not weighted,#VALUE!,Not weighted,,Micronekton,Other,Other,Juvenile fish,,Other,,
4/8/2021,8:32,14:07,CTA,S11,3,742,Day,700.3,451.4,248.9,36654.7,3.66547,1,67.90397957,0.27281631,0.7,47.53,0.19,,Plankton,Other,Other,Salp,,Other,,
4/8/2021,8:32,14:07,CTA,S11,4,755,Day,451.4,90.4,361,54227.7,5.42277,7,465.9980047,1.290853199,3.65,242.98,0.67,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,4,750,Day,451.4,90.4,361,54227.7,5.42277,25,1664.278588,4.610189995,7.6,505.94,1.4,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/8/2021,8:32,14:07,CTA,S11,4,743,Day,451.4,90.4,361,54227.7,5.42277,1,66.57114353,0.1844076,11.8,785.54,2.18,Giant Cystosoma,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,757,Day,451.4,90.4,361,54227.7,5.42277,16,1065.138296,2.950521597,8,532.57,1.48,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,746,Day,451.4,90.4,361,54227.7,5.42277,1,66.57114353,0.1844076,0.35,23.3,0.06,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,753,Day,451.4,90.4,361,54227.7,5.42277,1,66.57114353,0.1844076,0.15,9.99,0.03,,Micronekton,Crustacea,Crustacea,Lobster phyllosome,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,744,Day,451.4,90.4,361,54227.7,5.42277,5,332.8557176,0.922037999,0.3,19.97,0.06,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,745,Day,451.4,90.4,361,54227.7,5.42277,14,931.9960094,2.581706397,2.9,193.06,0.53,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,4,749,Day,451.4,90.4,361,54227.7,5.42277,139,9253.388951,25.63265637,7,466,1.29,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/8/2021,8:32,14:07,CTA,S11,4,752,Day,451.4,90.4,361,54227.7,5.42277,1,66.57114353,0.1844076,1.7,113.17,0.31,to JP,Micronekton,Fish,Fish,Gonostomatidae,N,Fish,Diplophos,
4/8/2021,8:32,14:07,CTA,S11,4,758,Day,451.4,90.4,361,54227.7,5.42277,5,332.8557176,0.922037999,0.2,13.31,0.04,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,4,747,Day,451.4,90.4,361,54227.7,5.42277,36,2396.561167,6.638673593,6.05,402.76,1.12,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,4,754,Day,451.4,90.4,361,54227.7,5.42277,1,66.57114353,0.1844076,0.35,23.3,0.06,Unsure ID,Micronekton,Fish,Fish,Nomeidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,4,751,Day,451.4,90.4,361,54227.7,5.42277,16,1065.138296,2.950521597,1.15,76.56,0.21,1 to JP (big one 0.25 g),Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
4/8/2021,8:32,14:07,CTA,S11,4,748,Day,451.4,90.4,361,54227.7,5.42277,38,2529.703454,7.007488793,9.7,645.74,1.79,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/8/2021,8:32,14:07,CTA,S11,4,756,Day,451.4,90.4,361,54227.7,5.42277,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/8/2021,8:32,14:07,CTA,S11,5,759,Day,90.4,3.5,86.9,29310.8,2.93108,1,29.64777488,0.341171172,0.95,28.17,0.32,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/8/2021,8:32,14:07,CTA,S11,5,761,Day,90.4,3.5,86.9,29310.8,2.93108,1,29.64777488,0.341171172,0.1,2.96,0.03,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/8/2021,8:32,14:07,CTA,S11,5,760,Day,90.4,3.5,86.9,29310.8,2.93108,3,88.94332464,1.023513517,0.1,2.96,0.03,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/8/2021,8:32,14:07,CTA,S11,5,762,Day,90.4,3.5,86.9,29310.8,2.93108,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/9/2021,7:51,13:48,CTA,S12,0,838,Day,0,1496.7,1496.7,47414.5,4.74145,2,631.3258602,0.421811893,41.7,13163.14,8.79,big one: 39.55; small one: 2.35,Micronekton,Fish,Fish,Lophiiformes,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,0,837,Day,0,1496.7,1496.7,47414.5,4.74145,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,All,,Other,,
4/9/2021,7:51,13:48,CTA,S12,1,771,Day,1496.7,1000,496.7,59806.5,5.98065,1,83.05117337,0.167205906,104.55,8683,17.48,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,1,775,Day,1496.7,1000,496.7,59806.5,5.98065,10,830.5117337,1.672059057,0.95,78.9,0.16,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,767,Day,1496.7,1000,496.7,59806.5,5.98065,26,2159.330508,4.347353549,31.7,2632.72,5.3,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,774,Day,1496.7,1000,496.7,59806.5,5.98065,25,2076.279334,4.180147643,0.85,70.59,0.14,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,768,Day,1496.7,1000,496.7,59806.5,5.98065,7,581.3582136,1.17044134,0.6,49.83,0.1,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,772,Day,1496.7,1000,496.7,59806.5,5.98065,31,2574.586374,5.183383077,7.35,610.43,1.23,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,776,Day,1496.7,1000,496.7,59806.5,5.98065,3,249.1535201,0.501617717,5.45,452.63,0.91,2 Gigantocyprus,Plankton,Crustacea,Crustacea,Ostracod,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,773,Day,1496.7,1000,496.7,59806.5,5.98065,3,249.1535201,0.501617717,6.35,527.37,1.06,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,1,770,Day,1496.7,1000,496.7,59806.5,5.98065,2,166.1023467,0.334411811,17.35,1440.94,2.9,"large specimen = Kali, 15.3 g for large and 2.05 for small",Micronekton,Fish,Fish,Chiasmodontidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,1,765,Day,1496.7,1000,496.7,59806.5,5.98065,29,2408.484028,4.848971266,7.1,589.66,1.19,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/9/2021,7:51,13:48,CTA,S12,1,769,Day,1496.7,1000,496.7,59806.5,5.98065,1,83.05117337,0.167205906,4.35,361.27,0.73,,Micronekton,Fish,Fish,Ipnopidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,1,766,Day,1496.7,1000,496.7,59806.5,5.98065,3,249.1535201,0.501617717,1.5,124.58,0.25,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,1,764,Day,1496.7,1000,496.7,59806.5,5.98065,5,415.2558668,0.836029529,7.65,635.34,1.28,Big one to JP (4.70 g; 1.78 g),Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,1,778,Day,1496.7,1000,496.7,59806.5,5.98065,1,83.05117337,0.167205906,0.05,4.15,0.01,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,1,777,Day,1496.7,1000,496.7,59806.5,5.98065,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/9/2021,7:51,13:48,CTA,S12,2,784,Day,1000,700.4,299.6,42745.8,4.27458,2,140.1775145,0.467882225,16.7,1170.48,3.91,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,2,783,Day,1000,700.4,299.6,42745.8,4.27458,6,420.5325435,1.403646674,14.25,998.76,3.33,1 not in photo,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,2,794,Day,1000,700.4,299.6,42745.8,4.27458,7,490.6213008,1.637587786,0.8,56.07,0.19,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,787,Day,1000,700.4,299.6,42745.8,4.27458,18,1261.597631,4.210940022,19.45,1363.23,4.55,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,799,Day,1000,700.4,299.6,42745.8,4.27458,10,700.8875726,2.339411123,0.35,24.53,0.08,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,788,Day,1000,700.4,299.6,42745.8,4.27458,10,700.8875726,2.339411123,0.75,52.57,0.18,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,790,Day,1000,700.4,299.6,42745.8,4.27458,24,1682.130174,5.614586696,2.85,199.75,0.67,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,793,Day,1000,700.4,299.6,42745.8,4.27458,1,70.08875726,0.233941112,1,70.09,0.23,Aka mystery mysid,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,Nebalia,
4/9/2021,7:51,13:48,CTA,S12,2,789,Day,1000,700.4,299.6,42745.8,4.27458,40,2803.55029,9.357644494,7.9,553.7,1.85,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,786,Day,1000,700.4,299.6,42745.8,4.27458,30,2102.662718,7.01823337,23.35,1636.57,5.46,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,2,791,Day,1000,700.4,299.6,42745.8,4.27458,6,420.5325435,1.403646674,4.35,304.89,1.02,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,796,Day,1000,700.4,299.6,42745.8,4.27458,646,45277.33719,151.1259586,63,4415.59,14.74,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
